uniq_idx,error,fold,sentence,bias,lex_bias
21nyt16,tn,,But marijuana advocates said that the challenge — if it succeeds at shutting down marijuana retailers — could boost the black market.,0,0
21nyt21,tn,,Nebraska and Oklahoma accused Colorado of leaving huge holes in marijuana rules that allowed the plant to flow out of state.,0,1
21nyt27,tn,,"In earlier interviews, some local law-enforcement officers along Colorado’s borders said that they had not seen an increase in marijuana coming from Colorado.",0,0
20nyt1,tn,,"The latest candidate to learn the hard way was Representative Bruce Braley, an Iowa Democrat running for Senate this year.",0,0
20nyt4,tn,0.0,"But as the ranking Republican on the Judiciary Committee, Mr. Grassley could assume the chairmanship if his party takes control of the Senate this year.",0,0
20nyt6,tn,0.0,"America Rising, a conservative political action committee that has vowed to use videos and opposition research to attack Democratic candidates, posted the footage on YouTube on Tuesday.",0,1
20nyt11,tn,0.0,Ms. Ernst said that qualified her to “cut pork” in Washington.,0,0
3fox6,tn,0.0,"But, in a surprise move, Senate Democrats, meeting behind closed doors to discuss the tax deal, have asked the administration for ""changes"" to the bill, according to Sen Dick Durbin, D-Ill., the No. 2 Democrat in the chamber.",0,0
3fox11,fn,,Both provisions are seen by many Democrats as giveaways to the rich that will do little to help the economy.,1,0
3fox25,tn,0.0,"Speaking to reporters at a joint appearance with Polish President Bronislaw Komorowski, Obama said economists predict higher job growth in 2011 and 2012 if Congress passes the agreement and urged lawmakers to examine the details of the deal and ""get this done.""",0,0
2fox33,tn,,From Dec. 22 through Jan. 25—for 35 days—the White House and congressional Democrats battled over border security funding.,0,0
7nyt5,tn,,"Representative Michael R. Turner, Republican of Ohio, played the same card in the hearing room, fuming that Mr. Schiff would not accept Attorney General William P. Barr’s word that Mr. Mueller had not found the Trump campaign to have taken part in a conspiracy to undermine the election.",0,0
7nyt6,tn,,"“With McCarthyism,” a senator was “chasing after Russian Communists,” Mr. Turner, an Intelligence Committee member, said.",0,0
7nyt12,tn,0.0,"I don’t think that’s O.K. You might think it’s O.K. that an associate of the president made direct contact with the G.R.U. through Guccifer 2.0 and WikiLeaks; that is considered a hostile intelligence agency,” Mr. Schiff said, referring to Russian military intelligence and a Russian intelligence hacker.",0,0
7nyt13,fp,,He continued: “You might think that it’s O.K. that the national security-designate secretly conferred with the Russian ambassador about undermining U.S. sanctions.,0,0
7nyt36,tn,,"“In the heat of the political moment just as the Republicans wanted to try to convict Hillary Clinton in the public sphere, Democrats probably contributed to the expectations that the outcome would be worse for the president than it was,” Mr. Himes said in an interview a day ahead of the hearing.",0,0
6nyt15,tn,,But strategists said Democrats could counter the Republican offensive by labeling the mosque dispute as a local issue and saying Democrats remain focused on the economy.,0,0
6nyt17,tn,,Other Democrats said they did not see the fight resonating strongly outside New York and did not expect it to become a defining campaign issue.,0,0
6nyt18,tn,0.0,"Representative Jerrold Nadler, a Democrat who represents the district that includes ground zero, said he doubted that the fight over the mosque would inflict much damage on fellow Democrats in the November elections.",0,0
6nyt27,tn,0.0,But Mr. Gingrich showed no sign of backing down on Monday.,0,0
52fox7,tn,,Mueller’s team is investigating alleged Russian interference in the 2016 election and rarely issues statements about the state of the investigation or disputing reports in the press.,0,0
53fox13,tn,,He also vowed to protect Medicare and give states more of a say in government and education.,0,0
53fox15,tn,,And he was the state’s lieutenant governor from 1993 to 1996.,0,0
53fox25,tn,0.0,"Campaign aides say Huckabee’s path to winning the party nomination this time will be to appeal to working-class cultural conservatives, pitching their candidate as an economic populist and foreign affairs hawk who holds deeply conservative views on social issues such as abortion and gay marriage.",0,0
56nyt19,tn,,"Former Senator Byron L. Dorgan, Democrat of North Dakota, said Democrats from the more rural states that make up much of the 2018 map would prefer to battle over issues other than immigration.",0,0
56nyt38,tn,,"“If you want results, you have to compromise, and if you’re unwilling to compromise, you won’t get results,” said Senator Heidi Heitkamp, Democrat of North Dakota.",0,0
56nyt39,tn,0.0,"“You maybe get a political issue, but you won’t get results.",0,0
63hpo1,tn,0.0,"Asked for her reaction to Tlaib’s “colorful language” ― the new Democratic congresswoman vowed to “impeach that motherfucker,” referring to Trump ― Pelosi said it was a free speech issue.",0,0
63hpo2,tn,0.0,"“I probably have a generational reaction to it, but in any event I’m not in the censorship business,” she told MSNBC’s Joy Reid in a town hall interview set to air in full Friday evening.",0,0
63hpo5,fn,,"“But I don’t think it’s any worse than what the president has said,” she concluded.",1,0
63hpo14,tn,0.0,"Pelosi told Reid that the comment might fire up Trump’s base, but doesn’t actually make much of a difference to actual House business.",0,0
62hpo2,tn,0.0,"They are not secret, in that every member of Congress has been briefed,"" he said during a speech in San Jose, Calif.",0,0
62hpo10,tp,,"""Some of the hype we've been hearing over the past day or so -- nobody has listened to the content of people's phone calls,"" he said.",1,0
62hpo15,tn,,"We're going to have to make some choices as a society,"" he said.",0,0
62hpo20,fn,0.0,"Obama ran as an antidote to Bush's policies in 2008, but the reports reveal that he has continued many of them, leading to concerns over the reach of the national security state.",1,0
89fox7,tp,,"“Seattleites know that discrimination has no place in our city,” he said in a statement.",1,0
89fox8,fn,0.0,“That’s just equality 101.”,1,0
89fox17,tn,0.0,"To the extent that we need to clarify through legislative action, we plan to do just that.”",0,0
89fox21,tn,0.0,"Bosma acknowledged a major concern is whether businesses will now be legally permitted to deny services to some people, as a result of the law, and that even he is unclear.",0,0
88fox10,tp,0.0,"""She's no rookie to these high-profile deals — she gives both sides their due,"" said Doug Cole, a political consultant whose firm has run all of Brewer's campaigns for decades.",1,0
6hpo2,tn,,"By Saturday, the president clarified that he was not speaking about the ""wisdom"" of the Islamic cultural center per se, just the right of the group to build the Cordoba House in downtown Manhattan.",0,0
7hpo6,fn,,"In a letter dated Thursday, the GOP committee members accused Schiff of standing “at the center of a well-orchestrated media campaign” about a possible Trump-Russia connection.",1,0
7hpo8,tp,,"“Your willingness to continue to promote a demonstrably false narrative is alarming,” they said, joining other top Republican lawmakers demanding Schiff’s ouster.",1,0
57hpo1,tp,0.0,"“I can’t imagine what this place would be ― I can’t imagine what the country would be ― with Donald Trump as our president,” Ginsburg told The New York Times in an article published Sunday.",1,0
57hpo10,tn,,"“I think this is ultimately a question for judicial ethicists, but I do think following these comments it is a legitimate question to raise, should Donald Trump’s campaign come to the Court with any legal questions before the election,” he wrote in his widely read Election Law Blog.",0,0
57hpo11,fn,0.0,"Dmitry Bam, a professor at the University of Maine School of Law who has written on judicial recusals and ethics, said “there is little question that she has crossed a line.”",1,0
56hpo6,tn,0.0,"MoveOn.org, one of the most influential progressive organizations in Washington, similarly panned the agreement that 33 Senate Democrats voted to advance to a final vote on Monday.",0,0
62nyt1,tn,0.0,"After rushing to declassify some carefully selected descriptions of the programs, James R. Clapper Jr., the director of national intelligence, conceded for the first time that the Prism program existed.",0,0
62nyt14,tn,0.0,"In separate but identical letters sent on Oct. 19, 2011, Assistant Attorney General Ronald Weich told two of Congress’s most outspoken critics of the efforts, Senators Ron Wyden of Oregon and Mark Udall of Colorado, both Democrats, that in December 2009 and February 2011 the Justice Department and intelligence agencies provided a classified document to Congress describing the surveillance efforts in detail.",0,0
62nyt24,tn,,"The list of briefings begins on May 12, 2009, with a classified hearing of the Senate Intelligence Committee involving Gen. Keith B. Alexander, the head of the United States Cyber Command, and David S. Kris, assistant attorney general for national security.",0,0
62nyt29,tn,,"But Senator Richard J. Durbin of Illinois, the Senate’s No. 2 Democrat, draws a distinction between the holding of such briefings and the informed consent of Congress.",0,0
63nyt1,tn,0.0,"But it took little more than 24 hours this week for a freshman House Democrat’s exuberant, expletive-laden impeachment promise to upend the bonhomie of a new Congress and prompt President Trump, by his own telling, to ask the newly elected speaker if Democrats planned to impeach him.",0,1
63nyt7,tn,,"Democratic leaders, who view discussion of impeachment as politically dangerous and premature, offered worried words meant to tamp down speculation about their intentions.",0,0
63nyt8,fn,,"Perhaps out of a belief that an impeachment fight would help him politically — as it did President Bill Clinton in the 1990s — or outright fear that newly empowered Democrats actually might threaten his presidency, Mr. Trump dived into the conversation head first.",1,0
63nyt22,tn,0.0,"“And when your son looks at you and says: ’Momma, look, you won. Bullies don’t win.’",0,0
63nyt42,tn,,“So we’ll just have to see how it comes.”,0,0
66fox0,tn,0.0,"WASHINGTON – Legally married same-sex couples will now be allowed to file federal joint tax returns, the IRS and Treasury Department announced Thursday.",0,0
66fox6,tn,0.0,"""Today's ruling provides certainty and clear, coherent tax filing guidance for all legally married same-sex couples nationwide.",0,0
67fox9,tp,0.0,"""AARP's new and welcome position is a positive step towards the type of reforms I've championed, and I look forward to working with the organization to shape the changes in a way that makes the least detrimental impact to present and future retirees,"" she said in a statement.",1,0
67fox16,tn,0.0,"Asked about the possibility of Social Security entering budget talks at some point, White House Press Secretary Jay Carney reiterated past statements in saying President Obama does not see Social Security as a ""driver"" of the country's near-term deficits.",0,0
67fox18,tn,0.0,The back-and-forth comes amid new warnings about the future of Social Security.,0,0
67fox20,tn,,"But the president's budget director told Fox News that even when the trust funds run out, both Social Security and Medicare would still have some income.",0,0
15nyt3,tp,0.0,"Pacing the stage without a prepared text and raising his voice to a shout at times, he vowed to campaign and govern as a colorful teller of difficult truths, even if “it makes you cringe every once in a while.”",1,0
15nyt12,fp,0.0,"Mr. Christie, whose dazzling rise as a national Republican in his first term was matched only by his spectacular loss of stature at home in his second, entered the presidential race bearing little resemblance to the candidate he once expected to be.",0,1
15nyt15,tp,0.0,The administration he pledged would be a paragon of ethics has instead conspired to mire an entire town in traffic and the governor’s office in scandal.,1,0
14nyt6,tn,0.0,"A grand jury has been convened and was scheduled to meet Wednesday to begin hearing evidence, said Edward Magee, a spokesman for Robert P. McCulloch, the prosecuting attorney for St. Louis County.",0,0
14nyt9,tn,,"Mr. McCulloch, speaking to a local radio station, categorically rejected that notion.",0,0
14nyt10,tn,0.0,"“I know the pain the Brown family is going through right now,” he said.",0,0
14nyt22,tn,0.0,"“And beyond the investigation itself, we will work with the police, civil rights leaders, and members of the public to ensure that this tragedy can give rise to new understanding — and robust action — aimed at bridging persistent gaps between law enforcement officials and the communities we serve.”",0,0
14nyt25,tn,,"In addition to the many lingering questions about the shooting, the local authorities have also come under criticism for how they have handled the protests.",0,0
14nyt26,fn,0.0,"Norm Stamper, the former Seattle police chief who was in charge during the protests that rocked that city in 1999, said that the wrong tone was set from the first day in Ferguson.",1,0
14nyt35,tn,,"“You get governors and police chiefs and everyone gnashing their teeth,” Mr. Stamper said.",0,0
14nyt43,fn,0.0,"When a demonstration ended shortly before midnight, many of the demonstrators prayed.",1,0
10fox7,tn,,"But all the original decisions remain in the Constitution, including in the copies authorized by Congress' Joint Committee on Printing and used in Thursday's reading.",0,0
10fox9,tn,,"""This is very emotional for me,"" Rep. Jesse Jackson Jr., D-Ill., said on the floor before the reading began.",0,0
10fox31,fp,0.0,"""Today the Congress regulates our lives and redistributes our wealth in ways that would shock the Founders,"" he said.",0,0
87nyt0,fn,,"In an appeal to hard-right conservatives, Gov. Rick Perry of Texas is broadcasting a new campaign ad that seems to contrast Christianity with homosexuality, vows to end what he calls “Obama’s war on religion,” and highlights Mr. Perry’s criticism of overturning the “don’t ask, don’t tell” policy for gays serving in the military.",1,0
87nyt6,tn,,Faith made America strong. It can make her strong again.”,0,0
87nyt7,fn,0.0,"The Perry ad was denounced by the Log Cabin Republicans, a gay men and lesbian group, which said it was “wrong for Governor Perry to assume being a person of faith does not afford one to support equality.”",1,0
69hpo3,tn,0.0,"""And I say that because in the unclassified ARB, it is -- I quote: 'Key questions surrounding the identity, actions and motivations of the perpetrators remain to be determined.'""",0,0
86nyt6,tn,0.0,"“My views on treating allies with respect and also being cleareyed about both malign actors and strategic competitors are strongly held,” Mr. Mattis wrote.",0,0
86nyt36,tn,,"Mr. Mattis commanded Marines in Afghanistan and in the 2003 invasion of Iraq before becoming the head of United States Central Command, overseeing all American troops in the Middle East.",0,0
68hpo5,tn,0.0,Congressman Grimm asserts his innocence of any wrongdoing.,0,0
68hpo8,tn,,"The New York Times reported the charges against Grimm ""will include mail fraud and wire fraud and focus on his conduct in connection with a health food restaurant he owned on the Upper East Side of Manhattan after he left the Federal Bureau of Investigation in 2006,"" citing someone familiar with the case.",0,0
68hpo13,tn,,"UPDATE: 7:19 p.m. -- The Washington Post now reports that Grimm has already ""been secretly indicted by a federal grand jury in Brooklyn, according to people familiar with the case.",0,0
83fox4,fn,0.0,Americans don’t believe their leaders in Washington are listening and now is the time to change that.,1,0
83fox6,tn,,"On Friday morning, McCarthy, 49, appeared to be headed toward running unopposed after some rivals dropped out.",0,0
83fox8,tn,0.0,“Eric is a good friend and I have tremendous respect for him.,0,0
83fox12,tn,0.0,Americans don’t believe their leaders in Washington are listening and now is the time to change that.”,0,0
83fox14,tn,0.0,"Economics professor Dave Brat, the Tea Party candidate who defeated Cantor, attacked the congressman as soft on border security and on people who come here illegally.",0,0
83fox26,tn,0.0,"Labrador supports a path to legal status, but only after evidence that enforcement has been improved, he has said.",0,0
83fox35,fp,,No fair trying to redefine amnesty.”,0,0
82fox4,fp,,"Bloomberg, who has an estimated net worth of $48 billion, threw several jabs at Trump, whom he called a ""dangerous demagogue"" and a ""bomb-thrower.""",0,1
82fox5,tp,0.0,"Bloomberg contrasted his business history with Trump's, saying ""I’ve built a business, and I didn’t start it with a million-dollar check from my father.""",1,0
82fox10,tn,,"While in office, Bloomberg had a cordial relationship with Clinton, who, as a senator from New York, was involved in the city's post-9/11 rebuilding effort.",0,0
82fox13,tp,0.0,"He deemed Trump's economic plan ""a con"" and ""a disaster in the making.""",1,0
58fox8,fn,,"For his part, Chuck Schumer, the Senate minority leader, called Trump's proposal ""one-sided and ineffective.""",1,0
58fox29,tn,0.0,"Fellow Democratic Sen. Chris Coons of Delaware slammed McConnell for refusing ""to meaningfully negotiate with Senate Democrats,"" but also called Trump's offer ""a first step toward comprehensive immigration reform.""",0,1
58fox48,tn,0.0,"“Compromise is not a sign of weakness — it’s a sign of strength, particularly when hundreds of thousands of families are being harmed.",0,0
58fox62,tn,0.0,,0,0
59fox8,tn,0.0,Boehner last week put a counter-proposal on the table that included $800 billion in revenue increases over the next decade.,0,0
59fox26,tn,,"His campaign-style visit to Detroit, though, threatens to muddy the waters on talks.",0,1
9fox0,tn,,"Democrats urge Trump to cancel Putin summit, after indictment of Russian intel officers",0,0
9fox11,tn,,"He warned, “I’m afraid the president could be taken advantage of.”",0,0
8fox8,tp,0.0,"“[Obama] demonstrated a disregard for our moral purpose that at times flirted with disdain,” said Rubio, the son of Cuban immigrants.",1,0
8fox18,tn,,Keeping Guantanamo Bay open.,0,0
20hpo14,tn,,His race is one of a handful across the country that will determine control of the Senate.,0,0
21hpo2,tn,,"""Federal law undisputedly prohibits the production and sale of marijuana,"" Nebraska Attorney General Jon Bruning said Thursday in a statement.",0,0
21hpo5,tn,0.0,"In a statement, he said he intends to defend the state's marijuana laws.",0,0
21hpo6,tn,,"“Because neighboring states have expressed concern about Colorado-grown marijuana coming into their states, we are not entirely surprised by this action,"" Suthers said.",0,0
21hpo27,fn,,"""We support this action by the attorneys general of Oklahoma and Nebraska because Colorado's decisions regarding marijuana are not without consequences to neighboring states, and indeed all Americans,"" Sabet said.",1,0
21hpo36,fp,,"Rep. Jared Polis (D-Colo.), a vocal supporter of drug policy reform who has sponsored multiple bills seeking protection for state-legal marijuana businesses and advocated full-scale federal legalization of the drug, told HuffPost that Nebraska and Oklahoma attempting to overturn the will of Colorado's voters is ""outrageous.""",0,0
36nyt9,tn,0.0,"At a news conference at the United Nations a little more than a week after The Times’s report, Mrs. Clinton first said she “chose not to keep” her private personal emails.",0,0
37nyt2,fn,,"“It was the president who was trying to be cute by half by flipping a script demonizing Iraq, while saying the battle really should be Afghanistan,” Mr. Steele said, according to a video of his remarks that was circulated by Democrats on Friday.",1,0
37nyt3,tn,0.0,"“Well, if he’s such a student of history, has he not understood that you know that’s the one thing you don’t do, is engage in a land war in Afghanistan?”",0,0
37nyt16,tn,0.0,"When Mr. Steele made the remarks, he was speaking to Republican contributors at a fund-raiser in Connecticut.",0,0
32fox0,tn,0.0,Sen. Ted Cruz has laid down the gauntlet in the growing war of words with Donald Trump over the Republican presidential candidates’ wives.,0,0
32fox19,tn,,"“Be careful, Lyin' Ted, or I will spill the beans on your wife!”",0,1
33fox6,tn,,"“I am not pro-gay marriage,” Liz Cheney reportedly said.",0,0
91hpo30,tn,0.0,But the organization has already harshly criticized the Obama administration for overreach.,0,1
91hpo37,tn,0.0,"The president's plan also calls on Congress to allocate resources to help schools, other educational institutions and houses of worship develop emergency management plans.",0,0
91hpo51,tn,0.0,We tried to be as comprehensive as possible.,0,0
90hpo4,tn,0.0,"When it becomes injected or infused with politics, that's a problem.""",0,0
90hpo6,fn,0.0,"Netanyahu was invited to speak in front of a joint session of Congress by House Speaker John Boehner (R-Ohio), who did not seek approval from the White House before sending the invitation.",1,0
74hpo1,tn,,"The For The People Act, which passed 234-193, was Democrats’ top priority upon winning control of the House in the 2018 elections.",0,0
74hpo11,tn,,"As a possible victory in the 2018 elections loomed, they made it clear that the reforms would be their No. 1 priority.",0,0
75hpo12,tn,0.0,"Sen. Kirsten Gillibrand (D-N.Y.) said that the report should be released “without delay,” and House Speaker Nancy Pelosi (D-Calif.) and Senate Minority Leader Chuck Schumer (D-N.Y.) released a joint statement in agreement.",0,0
41nyt1,tn,0.0,"Now that President Obama, long a supporter of civil unions, has publicly embraced same-sex marriage, the question of precisely what legal status and protections should be granted to gay couples is emerging as an issue of the starkest possible contrast between the two presidential candidates.",0,0
41nyt6,tn,0.0,"“I don’t favor civil unions if it’s identical to marriage, and I don’t favor marriage between people of the same gender.”",0,0
41nyt13,tn,0.0,"Republicans and Democrats, in their reactions to the president’s support for same-sex marriage, said they saw a newly wide, and seemingly unbridgeable, gap between the two leaders on the issue.",0,0
40nyt1,tn,,Lloyd Bentsen was a friend of Joe Biden’s.,0,0
40nyt9,fn,0.0,"Mr. Ryan tried to be respectful, listening to the vice president with a tilted head, choirboy smile and puppy-dog eyes, but he showed his irritation when Mr. Biden kept interrupting to attack his policy on Medicare.",1,0
40nyt12,tn,0.0,"He had to be contained and courteous when he debated Sarah Palin four years ago, lest he look like a bully.",0,1
45fox29,tn,,Johnson believes it’s “highly likely” the person who built the bombs will have been previously flagged by law enforcement. ,0,0
45fox30,tn,0.0,"The Secret Service maintains a wide database of groups and individuals who have made threats in the past against presidents or other top political leaders and activists via email, letters or on social media.",0,0
44fox5,tn,0.0,"Democrats face an uphill battle in their efforts to take back the House, where Republicans hold a 242-190 seat advantage.",0,0
71fox1,tn,0.0,"Now it has become a symbol of whether you stand for or against same-sex marriage, or – alternately – the right to express your personal views without fear of retaliation.",0,0
71fox4,tn,0.0,“So I came out here to support Chick-fil-A and the movement.”,0,0
71fox19,tn,,"He is also puzzled as to why Dan Cathy is such a target, when other corporate CEOs who openly support same-sex marriage are not similarly criticized by conservatives.",0,0
70fox2,tn,,"“The time for empty talk is over. Now arrives the hour of action,” he said.",0,0
70fox10,fp,,"In blunt and unvarnished terms similar to the language used during his nomination acceptance address last summer, Trump on Friday lamented the jobs lost to foreign rivals – he described “rusted out factories scattered like tombstones” across the land – and the crime in America’s cities.",0,1
75nyt20,fp,0.0,"No one, including the president, is above the law.”",0,0
74nyt20,fn,,"Federal agencies spent about $13 million on four of Mr. Trump’s trips to his Mar-a-Lago resort in Florida in early 2017, according to a report by a nonpartisan congressional watchdog agency issued last month.",1,0
40hpo3,tn,0.0,"Two instant surveys of Americans watching the debate -- one by CBS, one by CNN -- showed mixed results.",0,0
40hpo30,tp,,"If it were anyone other than Biden, who is treated by the press as a lovable, half-crazy uncle, he would have been labeled insufferable.",1,0
40hpo38,fp,,"But not even Gillespie, when he was asked by a reporter where he was going before he cut himself off, could resist getting some digs at Biden.",0,0
40hpo53,fn,0.0,"But Biden, as expected, attempted to plow him over with broadsides.",1,0
40hpo57,tn,,Biden didn’t worry so much about numbers.,0,0
40hpo59,tn,0.0,"He acknowledged that Romney’s Medicare plan would not cost seniors an extra $6,400 a year, despite the claim in a recently launched Obama campaign ad.",0,0
38fox8,tn,,“We knew it was going to be an uphill battle.,0,0
38fox21,tn,0.0,“We’ve done it in the past and we’ll do it again.,0,0
39fox1,tn,0.0,"Top Republican Sen. John Thune, of South Dakota, all but confirmed Wednesday that his party is willing to use what’s known as the “nuclear option,” to lower the vote threshold to confirm Judge Neil Gorsuch if Democrats try to filibuster.",0,0
39fox7,tn,,"“You can bet if the shoe were on the other foot and a Democratic president was under investigation by the FBI the Republicans would be howling at the moon about filling a Supreme Court seat in such circumstances.""",0,1
39fox12,tn,,"That's where the so-called ""nuclear option"" comes in.",0,0
39fox18,tn,0.0,"“If they don’t find Gorsuch acceptable, are they taking the position the vacancy should never be filled? At all?”",0,0
37hpo9,tn,0.0,"There are, of course, those who think we should pull out of Afghanistan, and they’re certainly entitled to make their case.",0,0
37hpo17,tn,,"In a bit of irony, Steele’s most recent comments have actually resonated among anti-war Democrats who share the skepticism that Afghanistan is a winnable enterprise.",0,0
36hpo12,fn,0.0,"She admitted that “looking back,” it would have been better to carry the second phone.",1,0
94fox15,fp,,"At one point, Weiner referred to a reporter in the scrum as a ""jackass.""",0,1
94fox28,tn,,"Breitbart's BigGovernment.com first reported that it was tweeted to a Seattle woman, later identified as Gennette Cordova.",0,0
95FOX3,tn,,"Instead, the paper reports, Clinton's advisers selected which of her emails to turn over to the State Department for archival purposes after going through tens of thousands of pages of correspondence.",0,0
95FOX7,tn,,"""When the Department asked former Secretaries last year for help ensuring their emails were in fact retained, we immediately said yes,"" he said.",0,0
95FOX11,fp,0.0,"Harf added that the department turned over about 300 emails to the Benghazi select committee, and noted that Clinton's successor as secretary of state, John Kerry, ""is the first ... to rely primarily on a state.gov email account.""",0,0
95FOX18,tn,,"He said the administration policy is that employees ""should use their official email accounts when they're conducting official government business.""",0,0
95FOX19,tn,,He said personal emails also should be preserved and said Clinton's team responded to the request by the department seeking them.,0,0
90nyt14,tn,,"The White House has also not committed to sending a representative next week to the American Israel Public Affairs Committee’s conference, where Mr. Netanyahu is also scheduled to appear.",0,0
91nyt9,tn,0.0,The administration’s strategy reflects the uncertainty of gun politics in America and the desire by White House officials to address the Connecticut shooting while also confronting the broader deficiencies in the country’s criminal justice and mental health systems.,0,0
91nyt11,tn,,"Representative Steve Stockman, Republican of Texas, threatened Monday to file articles of impeachment if the president seeks to regulate guns with executive orders.",0,1
